缸盖,缸盖
面,舵面
测试,测试
收,
星,收星
测试,测试
接收,
接收机,接收机
机收,
星,
数量,数量
低于,低于
标准,
标准值,标准值
解,
算,解算
困难,困难
定位,定位
时间,时间
长,
板卡,板卡
老化,老化
测试,测试
约,
6,
小时,
串口,串口
输出,输出
语句,语句
信息,信息
保存,保存
TXT,TXT
文档,文档
中,
发现,发现
定位,定位
信息,信息
蒙皮,蒙皮
对接,对接
接缝,
接缝处,接缝处
漆膜,漆膜
开裂,开裂
漆膜,
鼓包,鼓包
制造,制造
缺陷,缺陷
未,
图纸,图纸
开,
对接,对接
工艺,
槽,工艺槽
未,
图纸,图纸
开,
对接,
工艺,
槽,
未,
图纸,
开,
对接,
工艺,
槽,
衬套,衬套
脱,
粘,脱粘
着陆,着陆
过程,过程
中航,
航向,
角,航向角
航迹,
角,航迹角
夹角,夹角
大,
着陆,
过程,
中航,
航向,
角,
航迹,
角,
夹角,
大,
控制,
微动,
开关,控制微动开关
电缆,电缆
触头,触头
控制,
微动,
开关,
间隙,间隙
大,
电源,
电源模块,电源模块
模块,
故障,
电源,
电源模块,
模块,
故障,
刹车,
控制,
控制器,刹车控制器
故障,
压力,
传感,
传感器,压力传感器
感器,
故障,
刹车,
控制,
控制器,
故障,
刹车,
控制,
控制器,
故障,
电机,
故障,
刹车,
控制,
控制器,
电路,
电路板,电路板
故障,
油管,油管
故障,
刹车,
控制,
控制器,
电路,
电路板,
故障,
左,
主,
起落,
起落架,左主起落架
落架,
微动,
开关,微动开关
关在,
半,
放下,半放
状态,状态
时,
AC,AC
处于,处于
断开,断开
开状,
状态,状态
缓冲,
支柱,缓冲支柱
密封,
密封件,密封件
损坏,损坏
受损,受损
部件,部件
目视,目视
视检,
检查,检查
左右侧,
右侧,
主,
接头,主起接头
起落,
起落架,起落架
落架,
法兰,
法兰盘,法兰盘
安装,安装
区域,区域
脱,
漆,脱漆
后进,
无损,无损
检测,检测
检测,
合格,合格
操作,操作
不当,不当
主控,
主控制,
控制,
盒内,主控制盒
继电,
继电器,继电器
电器,
常,
开,常开
触点,触电
粘连,粘连
主控,
主控制,
控制,
盒内,
继电,
继电器,
电器,
常,
开,
触点,
粘连,
发电,
发电机,发电机
电机,
机内,
滑环,滑环
开裂,开裂
现场,现场
检查,检查
惯,
导正,惯导
桨,
距,
电机,桨距电机
短路,短路
底板,底板
内部,内部
加工,加工
应力,应力
机载,机载
机载设备,
设备,设备
行检,
检查,检查
发现,发现
变流,
变流器,变流器
内部,内部
短路,短路
导致,导致
飞机,飞机
机电,
电流,电流
增大,增大
测量,测量
主控,
盒,主控盒
输出,
端,输出端
无,
电压,电压
输出,输出
桨,
距,
电机,桨距电机
接线,接线
短路,短路
点,
桨,
距,
电机,桨距电机
接线,接线
短路,
点,短路点
飞行,飞行
行前,前
检测,检测
器件,器件
老化,老化
现象,现象
飞机,飞机
上,
电,上电
2,
次,
故障,故障
均,
复现,复现
开关,开关
空,
开关,
2,
次,
后,
恢复,恢复
恢复正常,
单相,
静止,
变流,
变流器,单相静止变流器
发生,发生
故障,故障
供电,
低频,
频信,
信号,低频信号
下,
C1,C1
C2,C2
电容,电容
ESR,ESR
差异,差异
很大,
可见光,
光电,
电视,
摄像,
摄像机,可见光电视摄像机
断电,断电
加,
电,加电
后,
CCD,CCD
调焦,调焦
指令,指令
仍未,
执行,执行
汇流,
条,汇流条
断电,断电
现象,现象
仍,
红外,红外
5V,
电源,
连接,
连接器,电源连接器
接器,
接触,接触
接触不良,
不良,不良
平台,
阻尼,
减震,
减震器,平台阻尼减震器
失效,
减振,
减振器,
失效,
内,
框架,
方向,
限位,
限位器,内框架方向限位器
器件,
损坏,损坏
电,
限位,电限位
松动,松动
偏离,偏离
位置,位置
电,
箱,电箱
可见光,可见光
视频,
线,视频线
断,
电视,
跟踪,
跟踪器,电视跟踪器
故障,
内,
框架,内框架
俯仰,
俯仰角,
仰角,
角位移,
位移,
传感,
传感器,
感器,俯仰角位移传感器
故障,
红外,
跟踪,
跟踪器,红外跟踪器
故障,
红外,
5V,
电源,
连接,
连接器,电源连接器
接器,
接触,接触
接触不良,
不良,不良
CCD,CCD
视频,
线,视频线
接触,接触
接触不良,
不良,不良
红外,
跟踪,
跟踪器,红外跟踪器
故障,
电源,
连接,
连接器,电源连接器
接器,
接触,接触
接触不良,
不良,不良
红外,
5V,
电源,
连接,
连接器,电源连接器
接器,
接触,接触
接触不良,
不良,不良
外,
框架,外框架
俯仰,
感应,
感应同步器,
同步,
同步器,俯仰感应同步器
激磁,
信号,激磁信号
设备,设备
外壳,外壳
接触,接触
热像仪,热像仪
扫描,扫描
型,
器件,器件
温度,温度
变化,变化
敏感,敏感
软件,软件
控制,控制
电位,
电位器,电位器
漂移,漂移
软件,软件
软件,
红外,
红外热,
热像仪,红外热像仪
检查,检查
后,
过程,过程
中出,
自动,自动
重启,重启
外,
俯仰,
编码,
编码器,俯仰编码器
码器,
线路,线路
断开,断开
软件,软件
软件,
返回,返回
返回地面,
地面,地面
后,
手动,手动
俯仰,俯仰
方向,方向
轻推,轻推
推平,
平台,平台
外壳,外壳
俯仰,
方向,
抖动,抖动
现象,现象
再现,
陀螺,陀螺
故障,故障
返回,返回
回过,
过程,过程
中,
光电,
电平,
平台,光电平台
关,
电,
再加,
电,
后,
红外,红外
启动,启动
图像,图像
效果,效果
不好,
条纹,条纹
红外,
驱动,
摆,
镜,
连接,
连接器,红外驱动摆镜连接器
接器,
接触,接触
接触不良,
不良,不良
激光,
光电,
电源,
电源线,激光电源线
外,
框,外框
俯仰,
轴,俯仰轴
处,
磨损,磨损
计算,
计算机,计算机
算机,
机主,
主板,主板
BIOS,BIOS
设置,设置
不当,不当
导致,导致
硬件,硬件
冲突,冲突
计算,
计算机,计算机
计算机无法,
算机,
启动,启动
红外,红外
元器,
元器件,元器件
器件,
失效,失效
数据,数据
相机,相机
机箱,机箱
箱内,
固定,固定
定相,
相机,
螺钉,螺钉
短,
胶,
加固,加固
CP,
卡,CP卡
插,插排
排,
锁紧,锁紧
机箱,机箱
内部,内部
固定,固定
电路,
电路板,电路板
螺钉,螺钉
弹性,弹性
垫圈,垫圈
机载,机载
上行,
信号,上行信号电缆
信号电缆,
电缆,
松动,松动
尼龙,
龙齿,
齿轮,尼龙齿轮
变形,
尼龙,
龙齿,
齿轮,
轮有,
有变,
变形,变形
加,
电,
后,
依然,
锁定,
机载,
上变,
上变频,
变频,
变频器,
增益,
偏低,
天线,
未能,
上,
电,
接收,
接收机,
入口,
口信,
信号,
信号电缆,
电缆,
松动,
插头,
接线,
松动,
机载,
上变,
上变频,
变频,
变频器,
增益,
偏低,
功放,
保险,
烧坏,
功放,
保险,
烧坏,
机载,
低,
噪,
信号,
射频,
电缆,
外皮,
小孔,
机载,
调制,
调制器,
无,
输出,
机载,
调制,
调制解调器,调制解调器
解调,
解调器,
输出,
载波,
经变,
变频,
变频器,变频器
变频,
后,
调制,调制
波形,波形
增大,增大
供电,
电线,供电线缆
线缆,
过细,过细
中频,中频
误码,误码
环,
测,环测
加,
电,加电
2,
小时,
无误,
误码,误码
模拟,
转发,
转发器,模拟转发器
发器,
射频,射频
环,
码,环码
误测,误测
未,
发现,
故障,
收发,
组合,收发组合
下变频,
变频,
变频器,下变频器
输出,输出
信号,信号
异常,异常
卫,
通,
收发,
组合,卫通收发组合
合在,
返修,返修
期间,期间
焊接,焊接
压,
控,
振荡,
振荡器,压控振荡器
VCO,VCO
时,
清洗,清洗
不,
有助,
助焊剂,助焊剂
焊剂,
残留,残留
吸附,吸附
杂质,杂质
VCO,
管壳,管壳
底部,底部
污染,污染
器件,器件
失效,失效
飞,
控计算机,飞控计算机
计算,
计算机,
算机,
应答,
应答机,应答机
发送,发送
数据,数据
帧,
标识,标识
指令,指令
类型,类型
字节,字节
中,
数据,数据
OON,OON
指令,指令
接口,接口
控制,控制
文件,文件
中,
无定,
定义,定义
所分,
分配,分配
卫星,卫星
频段,频段
大功,
大功率,
功率,功率
通信,通信
所分,
分配,分配
卫星,卫星
频段,频段
大功,
大功率,
功率,功率
通信,通信
器件,器件
失效,失效
螺栓,螺栓
断裂,断裂
ODU1,ODU1
故障,故障
UPS,UPS
故障,故障
UPS,
故障,
光缆,光缆
故障,故障
扩频,
调制,
调制器,扩频调制器
故障,故障
电瓶,电瓶
电缆,电缆
松动,松动
按键,按键
失灵,失灵
电源,电源
电源插头,
插头,插头
烧坏,烧坏
视频,视频
频数,
数字,数字
记录,
记录仪,记录仪
故障,故障
故障,
复现,复现
网口,网口
连接,连接
错误,错误
计算,
计算机,计算机
算机,
重启,重启
软件,软件
重启,重启
更换,更换
换发,
发送,发送卡
卡,
后,
故障,故障
现象,现象
仍,
散热,
散热片,散热片
故障,故障
计算,
计算机,计算机
算机,
机主,
主板,主板
故障,故障
飞,
控,
图像,
显示,
单元,飞控图像显示单元
故障,故障
计算,
计算机,
算机,
机主,
主板,
故障,
信号,
信号线,信号线
接口,接口
老化,老化
旋转,
变压,
变压器,旋转变压器
故障,
视距,
拖车,视距拖车
信号,
信号线,信号线
接,
反,接反
无线,
操纵,
主板,无线操纵主板
长时间,
时间,
不动,
减速,
减速机,
齿轮,减速机齿轮
轴,
键,
松动,松动
GPS,GPS
天线,天线
断裂,断裂
检查,检查
故障,故障
未,
复现,复现
指令,
发射,
卡,指令发射卡
故障,故障
信号,
信号线,信号线
故障,
CMOS,
电池,CMOS电池
故障,
BIOS,
电池,BIOS电池
失效,失效
保险,
保险丝,保险丝
烧,
断,烧断
计算,
计算机,计算机
算机,
机主,
主板,主板
芯片,芯片
损坏,损坏
出气,
出气口,
气口,
口罩,出气口罩
断裂,断裂
UPS,UPS
故障,故障
高频,
箱,高频箱
电源,电源
1,
分,
3,
插头,
跟踪,
接收,
接收机,跟踪接收机
外露,外露
插头,插头
腐化,腐化
高频,
箱,
电源,
1,
分,
3,
插头,
跟踪,
接收,
接收机,
外露,
插头,
腐化,
高频,
箱,
电源,
1,
分,
3,
插头,
跟踪,
接收,
接收机,
外露,
插头,
腐化,
高频,
箱,
电源,
1,
分,
3,
插头,
跟踪,
接收,
接收机,
外露,
插头,
腐化,
主通道,主通道
通道,
收,
频,收频
闪烁,闪烁
分,
接,
测距,
单元,分接测距单元
闪烁,闪烁
UPS,UPS
故障,故障
电源,
电源模块,电源模块
模块,
故障,
软件,软件
软件版,
版本,版本
低,
光缆,光缆
故障,故障
计算,
计算机,计算机
算机,
机主,
主板,主板
故障,故障
光缆,光缆
插头,插头
故障,故障
电流,
流变,
变换,
变换器,电流变换器
故障,
外,
控,
线,外控线
故障,
外,
控,
线,
故障,
UPS1,UPS1
机箱,机箱
自燃,自燃
UPS1,UPS2
机箱,机箱
自燃,自燃
软件,软件
故障,故障
鼠标,鼠标
损坏,损坏
油机,
排气,
排气管,油机排气管
气管,
消音,
消音器,消音器
脱开,脱开
备用,备用
用电,
电池,电池
故障,故障
油机,
机电,
电源,
松动,
DGPS,DGPS
接收,
天线,接收天线
损坏,损坏
差分,
分站,差分站
接收,
接收机,接收机
面板,面板
电缆,电缆
断掉,断掉
DGPS,
故障,
天线,
撤收,撤收
时,
故障,故障
消失,消失
天线,天线
鼠标,鼠标
损坏,损坏
未,
发动,
发动机,
动机,
预装,
装配,
预装,
装配,预装配
时,
未,
修配,修配
飞机,
机油,
油封,油封
后,
存放,存放
时间,时间
长,
滑,滑油
油量,
充足,
滑,
油,
通道,通道
未,
堵塞,堵塞
1,
号,1号
缸,缸
气门,
活塞,气门活塞
发生,发生
碰撞,碰撞
气门,
杆,气门杆
导管,导管
质量,
之间,之间
发生,发生
单边,单边
局部,局部
摩擦,摩擦
烧蚀,烧蚀
卡,
滞,卡滞
推杆,推杆
弯曲,弯曲
液压,
挺住,液压挺柱
内部,内部
滑,
油,滑油
泄漏,泄漏
制造,制造
缺陷,缺陷
制造,
缺陷,
制造,
缺陷,
制造,
缺陷,
制造,
缺陷,
制造,
缺陷,
放油,
开关,放油开关
关有,
制造,
缺陷,
断电,断电
检查,
发现,
燃油,燃油
供油,
系统,供油系统
2,
单向,单向
活门,活门
方向,方向
安装,安装
装错,装错
错误,错误
未,未
工艺,工艺
正确,正确
安装,安装
燃油,
燃油泵,燃油泵
油泵,
未,
工艺,
正确,
安装,
燃油,
燃油泵,
油泵,
滑,
油箱,滑油箱
口盖,口盖
内部,内部
裂纹,裂纹
排气,排气
气温,
温度,
温度传感器,温度传感器
传感,
传感器,
感器,
不锈,
不锈钢,不锈钢
防护,防护
护套,
根部,根部
橡胶,橡胶
热缩,
套,热缩套
连接,连接
烧焦,烧焦
现象,现象
A12,A12板
板,
隐患,隐患
设备,设备
通电,通电
DGPS,DGPS
恢复,恢复
恢复正常,正常
故障,故障
未,
复现,复现
零件,零件
加工,加工
无线,
无线电,
高度,
高度表,无线电高度表
内部,内部
螺母,螺母
松脱,松脱
运输,
中外,
外包,
外包装,外包装
包装,
装有,
破损,破损
A,A
通道,通道
俯仰,
陀螺,俯仰陀螺
自检,
线圈,自检线圈
断开,
全,
温,全温
监测,监测
故障,故障
未,未
复现,复现
C,C
通道,通道
倾斜,倾斜
无,
速率,速率
输出,输出
信号,信号
故障,故障
复现,复现
产品,产品
对外,对外
接口,接口
插座,插座
上,
插针,插针
无,
松动,松动
缩,
针,缩针
异常,异常
异常情况,
常情,
情况,情况
产品,产品
底座,底座
电气,电气
连线,连线
无异,
异常,异常
电路,
电路板,电路板
工作,工作
C,C
通道,通道
倾斜,
陀螺,倾斜陀螺
电机,
机轴,
轴承,电子轴承
承保,
器,
掉,
渣,掉渣
导致,导致
致电,
电机,电机
堵,
转,
A,A
通道,通道
解调,解调
自检,
检测,自检测
输出,
板,输出板
故障,故障
电路,
电路板,电路板
俯仰,
通道,俯仰通道
梯度,梯度
点位,点位计
计,
管脚,管脚
虚,
焊,虚焊
现象,
地面,地面
检查,
发现,
1,
3,
号,
位,
输出,
2,
号,
位,
输出,
零,
受,
感器,受感器
接嘴,接嘴
导管,导管
轻微,轻微
晃动,晃动
接嘴,
导管,
之间,
无相,相对
晃动,晃动
测试,测试
发现,发现
F5,
保险,
保险丝,保险丝
开路,开路
更换,更换
F5,
保险,
保险丝,
时,
发现,
现已,
断裂,断裂
蓄电,
蓄电池,蓄电池
电池,
网,
测试,测试
电机,电机
支撑,
轴承,支撑轴承
润滑,润滑
不良,不良
通电,通电
测试,测试
右,
副翼,右副翼
工作,工作
舵机,
输出,
轴,舵机输出轴
无,
震颤,震颤
空载,空载
位置,位置
精度,精度
满足要求,
右,
襟,
副翼,右襟副翼
舵机,舵机
噪声,噪声
偏大,偏大
舵机,
输出,
轴,舵机输出轴
轻微,
震颤,
空载,
位置,
精度,
足指,
指标,
解调,
芯片,解调芯片
输出,
激磁,
信号,激磁信号
噪声,
偏大,
天线,天线
内部,内部
液,
溴,液溴
挥发,挥发
变质,变质
机身,机身
左,
机翼,左机翼
前,
梁,前梁
对接,对接
处,
螺栓,螺栓
太短,
平尾,平尾
垂直,水平尾翼
尾翼,垂直尾翼
翼翼,
翼面,翼面
面上,
6,
舵机,舵机
口盖,口盖
螺栓,螺栓
安装,安装
装错,
错误,错误
机身,
尾,
撑,尾撑
对接,对接
处,
连接,连接
螺栓,螺栓
头部,头部
机身,机身
蒙皮,蒙皮
处,
抽,
钉,抽钉
尾部,尾部
相互,
干涉,干涉
左,
底,
罩,左底罩
上,
用于,
安装,
总,
温,
传感,
传感器,总温传感器
感器,
托板,
螺母,托板螺母
规格,
图纸,
不符,
机头,
头罩,机头罩
三通,
支架,三通支架
架上,
上托,
托板,
螺母,
规格,
图纸,
不符,
GPS,
GLONASS,
天线,
电,
搭,
铁,电搭铁
安装,
图纸,
不符,
六,
框,
腹板,腹板
缺,
固定,
电,
搭,
铁,
托板,
螺母,
电,
搭,
铁,
中,
后,
机身,
蒙皮,蒙皮
未,
铆接,铆接
固定,
副翼,副翼
舵机,舵机
搭,
铁,搭铁
未,
安装,
襟翼,襟翼
搭,
铁,
规格,
图纸,
不符,
1,
2,
框,
间,
右,
纵梁,纵梁
梁上,
上缘,上缘
条,
处,
缺少,
固定,
平台,
驱动,
单元,固定平台驱动单元
雷达,
小,
信号,
单元,雷达小信号单元
电,
搭,
铁,
托板,
螺母,
9,
框,
后,
燃油,
设备,
维护,
口盖,
上,
螺钉,
机体,
托板,
螺母,
粘,
死,
拆卸,
垂直,
安定,
面上,垂直安定面
连接,
磁力,
磁力计,磁力计
搭,
铁,
托板,
螺母,
规格,
错误,
前机,
机身,前机身
1,
框,
后,
左侧,
地板,地板
上,
安装,
滤波,
电容,滤波电容
盒,
4,
托板,
螺母,
孔,
位,孔位
间距,
图纸,
不符,
机头,
头罩,
搭,
铁片,
未,
开,
孔,
10,
框,
腹板,
上,
滑,
油箱,滑油箱
安装,
座,
上,
粘接,
减震,
胶垫,减震胶垫
左,
右,
机翼,
4,
号,
肋,
后段,
缺,
3,
襟翼,
支架,
安装,
托板,
螺母,
左,
右,
机翼,
8,
号,
肋,
后段,
缺,
3,
副翼,
支架,
安装,
托板,
螺母,
总,
温,
传感,
传感器,总温传感器
感器,
安装,
装有,
1,
托板,
螺母,
规格,
错误,
差分,
GPS,差分GPS
卡,
套,
尺寸,
加工,
偏差,
太大,
卫,
通,
功放,卫通功放
搭,
铁,
安装,
托板,
螺母,
安装,
方向,
错误,
通风,
盒,通风盒
搭,
铁,
安装,
托板,
螺母,
规格,
错误,
舵机,
控制,
盒,
安装,
螺钉,
长度,
速率,速率陀螺
陀螺,
安装,
螺钉,
长度,
通风,
盒,
搭,
铁线,
安装,
螺钉,
长度,
舵机,
控制,
盒,
安装,
螺钉,
长度,
速率,
陀螺,
安装,
螺钉,
长度,
通风,
盒,
搭,
铁线,
安装,
螺钉,
长度,
机翼,机翼
翼尖,
安装,
螺钉,
规格,
错误,
燃油,
设备,
维护,
口盖,
螺钉,
十字,
